"X";"Y";"X_dms";"Y-dms";"primaryind";"nummer";"brunnenart";"historisch";"wasserart_";"bezeichnun"
8.5743559756;47.402935124;"E8°34'27.68""";"N47°24'10.56""";572;955;"privater Brunnen";;"Verteilnetz";"bei Kirchgemeindehaus"
8.5651379227;47.4079661515;"E8°33'54.49""";"N47°24'28.67""";573;6077;"Notwasserbrunnen";1997;"Quellwasser";
8.5301785867;47.3414427068;"E8°31'48.64""";"N47°20'29.19""";574;162;"öffentlicher Brunnen";1962;"Verteilnetz";"In der kleinen Anlage"
8.5141738377;47.3363526076;"E8°30'51.02""";"N47°20'10.86""";575;157;"öffentlicher Brunnen";1947;"Quellwasser";"am Waldrand oberhalb Nr. 74"
8.5128829848;47.3404361057;"E8°30'46.37""";"N47°20'25.56""";576;720;"öffentlicher Brunnen";1979;"Verteilnetz";"Auf dem Höckler"
8.5286426311;47.4109219399;"E8°31'43.11""";"N47°24'39.31""";577;1033;"Brunnen in städtischer Liegenschaft";1979;"Verteilnetz";"Schulschwimmanlage Kügeliloo"
8.5124136766;47.334206422;"E8°30'44.68""";"N47°20'3.143""";578;809;"Brunnen mit eigener Versorgung";;"Quellwasser";
8.5297847747;47.344188341;"E8°31'47.22""";"N47°20'39.07""";579;144;"öffentlicher Brunnen";1935;"Verteilnetz";
8.5503026051;47.4087169651;"E8°33'1.089""";"N47°24'31.38""";580;6079;"Notwasserbrunnen";1998;"Quellwasser";
8.5287201316;47.3350296184;"E8°31'43.39""";"N47°20'6.106""";581;768;"privater Brunnen";1954;"Verteilnetz";"in der kleinen Grünanlage der ABZ"
8.5368160008;47.3826259304;"E8°32'12.53""";"N47°22'57.45""";582;581;"Brunnen in städtischer Liegenschaft";1934;"Verteilnetz";"Schulhaus"
8.5309423869;47.3300794253;"E8°31'51.39""";"N47°19'48.28""";583;950.1;"Brunnen in städtischer Liegenschaft";1974;"Verteilnetz";"Trinkbrunnen SWW Moos"
8.5304659178;47.3300056391;"E8°31'49.67""";"N47°19'48.02""";584;950.2;"Brunnen in städtischer Liegenschaft";1974;"Verteilnetz";"Springbrunnen SWW Moos"
8.5278146349;47.3374343145;"E8°31'40.13""";"N47°20'14.76""";585;538.2;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Entlisberg"
8.527115692;47.3378773825;"E8°31'37.61""";"N47°20'16.35""";586;538.1;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Entlisberg"
8.5234124491;47.394867382;"E8°31'24.28""";"N47°23'41.52""";587;451;"öffentlicher Brunnen";1919;"Quellwasser";"Rationierungsbrunnen"
8.5231146303;47.3246753125;"E8°31'23.21""";"N47°19'28.83""";588;729;"Brunnen des Verschönerungsvereins";1924;"Verteilnetz";"Entlisbergkopf"
8.5246302206;47.3291670479;"E8°31'28.66""";"N47°19'45.00""";589;716;"Brunnen des Verschönerungsvereins";1903;"Quellwasser";
8.4976162187;47.378429025;"E8°29'51.41""";"N47°22'42.34""";590;920.2;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Sportplatz Utogrund"
8.5166157027;47.3334415029;"E8°30'59.81""";"N47°20'0.389""";591;531;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Leimbach"
8.4732947579;47.3881517622;"E8°28'23.86""";"N47°23'17.34""";592;990;"Brunnen in städtischer Liegenschaft";1975;"Verteilnetz";"Schulhaus Loogarten"
8.5142727689;47.3248989015;"E8°30'51.38""";"N47°19'29.63""";593;117;"öffentlicher Brunnen";1903;"Verteilnetz";
8.5130219447;47.3287432483;"E8°30'46.87""";"N47°19'43.47""";594;137;"öffentlicher Brunnen";1930;"Verteilnetz";"Manegg-Promenade"
8.5134117367;47.330066432;"E8°30'48.28""";"N47°19'48.23""";595;766;"privater Brunnen";1949;"Verteilnetz";"beim Zugang zum Kindergartengebäude"
8.5683669276;47.4007161178;"E8°34'6.120""";"N47°24'2.578""";596;721;"Brunnen des Verschönerungsvereins";;"Quellwasser";
8.5626026558;47.3777475699;"E8°33'45.36""";"N47°22'39.89""";597;326;"öffentlicher Brunnen";1905;"Verteilnetz";
8.5175993539;47.3761577;"E8°31'3.357""";"N47°22'34.16""";598;1155;"Brunnen in städtischer Liegenschaft";1991;"Verteilnetz";"Kindergarten"
8.5560782543;47.3746513081;"E8°33'21.88""";"N47°22'28.74""";599;324;"öffentlicher Brunnen";1905;"Quellwasser";
8.5592913204;47.375169893;"E8°33'33.44""";"N47°22'30.61""";600;1122;"privater Brunnen";1986;"Verteilnetz";"Zürichbergstrasse 58"
8.5839525277;47.3689261453;"E8°35'2.229""";"N47°22'8.134""";601;822;"öffentlicher Brunnen";1974;"Quellwasser";
8.5540238277;47.3650590625;"E8°33'14.48""";"N47°21'54.21""";602;304;"öffentlicher Brunnen";1919;"Quellwasser";
8.5515226429;47.3680183466;"E8°33'5.481""";"N47°22'4.866""";603;318;"öffentlicher Brunnen";1903;"Quellwasser";
8.4827683295;47.3808407946;"E8°28'57.96""";"N47°22'51.02""";604;632.1;"Brunnen in städtischer Liegenschaft";1955;"Verteilnetz";"Schulhaus Untermoos"
8.5262530024;47.3697053549;"E8°31'34.51""";"N47°22'10.93""";605;175;"öffentlicher Brunnen";1947;"Verteilnetz";"Manessestrasse"
8.539808924;47.3872060067;"E8°32'23.31""";"N47°23'13.94""";606;289;"öffentlicher Brunnen";1930;"Quellwasser";"Anlage"
8.5070508695;47.3671901256;"E8°30'25.38""";"N47°22'1.884""";607;205;"öffentlicher Brunnen";1942;"Verteilnetz";
8.5047490612;47.3626568465;"E8°30'17.09""";"N47°21'45.56""";608;194;"öffentlicher Brunnen";1929;"Quellwasser";
8.4964919233;47.3717559965;"E8°29'47.37""";"N47°22'18.32""";609;633.1;"Brunnen in städtischer Liegenschaft";1957;"Verteilnetz";"Schulhaus Letzi (Br. bei Sportplatz)"
8.4939438644;47.3725384435;"E8°29'38.19""";"N47°22'21.13""";610;6080;"Notwasserbrunnen";1998;"Quellwasser";
8.5013083963;47.4107042969;"E8°30'4.710""";"N47°24'38.53""";611;728;"Brunnen des Verschönerungsvereins";1994;"Verteilnetz";"Holderbachhütte"
8.5468327346;47.3679860029;"E8°32'48.59""";"N47°22'4.749""";612;782;"privater Brunnen";;"Verteilnetz";
8.5368899265;47.3729691382;"E8°32'12.80""";"N47°22'22.68""";613;49;"öffentlicher Brunnen";1974;"Quellwasser";"Füsslistrasse"
8.4751732141;47.3837982526;"E8°28'30.62""";"N47°23'1.673""";614;427;"öffentlicher Brunnen";1944;"Quellwasser";"Friedhof Altstetten"
8.5676090987;47.3502766829;"E8°34'3.392""";"N47°21'0.996""";615;371;"öffentlicher Brunnen";1870;"Quellwasser";
8.5595817393;47.3517402735;"E8°33'34.49""";"N47°21'6.264""";616;406;"öffentlicher Brunnen";1935;"Verteilnetz";
8.5449292862;47.3782051776;"E8°32'41.74""";"N47°22'41.53""";617;24;"öffentlicher Brunnen";1862;"Quellwasser";
8.5778771108;47.3824895393;"E8°34'40.35""";"N47°22'56.96""";618;1197;"Brunnen des Verschönerungsvereins";1999;"Verteilnetz";
8.5359476876;47.3451906963;"E8°32'9.411""";"N47°20'42.68""";619;545;"Brunnen in städtischer Liegenschaft";1962;"Verteilnetz";"GZ Wollishofen"
8.5316931596;47.3847116609;"E8°31'54.09""";"N47°23'4.961""";620;253;"öffentlicher Brunnen";1930;"Quellwasser";"auf Traminsel"
8.4781554406;47.3896692185;"E8°28'41.35""";"N47°23'22.80""";621;421;"öffentlicher Brunnen";1935;"Verteilnetz";
8.5353791982;47.400889719;"E8°32'7.365""";"N47°24'3.202""";622;773;"privater Brunnen";1817;"Quellwasser";"Radiostudio"
8.478094068;47.414536055;"E8°28'41.13""";"N47°24'52.32""";623;1195;"privater Brunnen";1998;"Verteilnetz";
8.5352513711;47.394019373;"E8°32'6.904""";"N47°23'38.46""";624;6065;"Notwasserbrunnen";1988;"Quellwasser";
8.5051720246;47.3238372405;"E8°30'18.61""";"N47°19'25.81""";625;1194;"öffentlicher Brunnen";1998;"Quellwasser";"Risweg bei 112"
8.5974843537;47.367198992;"E8°35'50.94""";"N47°22'1.916""";626;708;"Brunnen des Verschönerungsvereins";1902;"Quellwasser";
8.5390414982;47.3757178868;"E8°32'20.54""";"N47°22'32.58""";627;57;"öffentlicher Brunnen";1936;"Verteilnetz";
8.5322652958;47.3384154672;"E8°31'56.15""";"N47°20'18.29""";628;158;"öffentlicher Brunnen";1948;"Verteilnetz";"Honeggerweg"
8.5175945993;47.3418612866;"E8°31'3.340""";"N47°20'30.70""";629;153;"öffentlicher Brunnen";2000;"Verteilnetz";"Höcklerbrücke"
8.5340210939;47.3424315398;"E8°32'2.475""";"N47°20'32.75""";630;528;"Brunnen in städtischer Liegenschaft";1957;"Verteilnetz";"Schulhaus Wollishofen"
8.5412667797;47.4135300055;"E8°32'28.56""";"N47°24'48.70""";631;6081;"Notwasserbrunnen";2001;"Quellwasser";
8.5516652869;47.3759478401;"E8°33'5.995""";"N47°22'33.41""";632;1211;"privater Brunnen";;"Verteilnetz";"Im Park"
8.5130456803;47.3941841922;"E8°30'46.96""";"N47°23'39.06""";633;1214;"öffentlicher Brunnen";2002;"Quellwasser";
8.5288502412;47.3466604793;"E8°31'43.86""";"N47°20'47.97""";634;167;"öffentlicher Brunnen";1969;"Quellwasser";"Othmar Schöck-Brunnen"
8.5277886484;47.3499042171;"E8°31'40.03""";"N47°20'59.65""";635;154;"öffentlicher Brunnen";1943;"Quellwasser";
8.5787497071;47.3673855403;"E8°34'43.49""";"N47°22'2.587""";636;309;"öffentlicher Brunnen";1887;"Quellwasser";"beim Restaurant"
8.5056823289;47.3509411574;"E8°30'20.45""";"N47°21'3.388""";637;697;"Brunnen mit eigener Versorgung";;"Quellwasser";"Baumschule GSZ"
8.5411067379;47.385136952;"E8°32'27.98""";"N47°23'6.493""";638;587.3;"Brunnen in städtischer Liegenschaft";1790;"Quellwasser";"Trinkbrunnen"
8.5024095498;47.3976797352;"E8°30'8.674""";"N47°23'51.64""";639;6082;"Notwasserbrunnen";2002;"Quellwasser";
8.5520084775;47.3538407765;"E8°33'7.230""";"N47°21'13.82""";640;398;"öffentlicher Brunnen";1910;"Quellwasser";"Schweizerpsalm, Quaianlage Zürichhorn"
8.5179556974;47.3948479655;"E8°31'4.640""";"N47°23'41.45""";641;6086;"Notwasserbrunnen";2001;"Quellwasser";"Im Sydefädeli gegenüber 33"
8.5220326183;47.3946154133;"E8°31'19.31""";"N47°23'40.61""";642;435;"öffentlicher Brunnen";1816;"Quellwasser";
8.5273702763;47.4004279285;"E8°31'38.53""";"N47°24'1.540""";643;449;"öffentlicher Brunnen";1976;"Verteilnetz";"oberer Spielplatz"
8.5413336708;47.3883687622;"E8°32'28.80""";"N47°23'18.12""";644;261;"öffentlicher Brunnen";1914;"Quellwasser";
8.5180020347;47.3361823777;"E8°31'4.807""";"N47°20'10.25""";645;147;"öffentlicher Brunnen";1938;"Verteilnetz";
8.5625245238;47.4029263851;"E8°33'45.08""";"N47°24'10.53""";646;1107;"Brunnen in städtischer Liegenschaft";1985;"Verteilnetz";"bei WVZ-Wasserabgabeschacht"
8.5445239575;47.4106208182;"E8°32'40.28""";"N47°24'38.23""";647;476.2;"öffentlicher Brunnen";;"Verteilnetz";"Wasserspiel"
8.5490589226;47.3898537998;"E8°32'56.61""";"N47°23'23.47""";648;1078;"öffentlicher Brunnen";1983;"Verteilnetz";"vor Frohburgstrasse 57"
8.5289058441;47.3933036383;"E8°31'44.06""";"N47°23'35.89""";649;448;"öffentlicher Brunnen";1905;"Quellwasser";
8.593032181;47.3777903662;"E8°35'34.91""";"N47°22'40.04""";650;961;"Brunnen des Verschönerungsvereins";;"Verteilnetz";
8.5164876289;47.3315768751;"E8°30'59.35""";"N47°19'53.67""";651;128;"öffentlicher Brunnen";1916;"Verteilnetz";"Soodstrasse"
8.5554043304;47.3571470876;"E8°33'19.45""";"N47°21'25.72""";652;615;"Brunnen in städtischer Liegenschaft";1934;"Verteilnetz";"Schulhaus  Seefeld  bei der Turnhalle"
8.5505337563;47.3727818183;"E8°33'1.921""";"N47°22'22.01""";653;334;"öffentlicher Brunnen";1908;"Quellwasser";
8.6093774403;47.3619064016;"E8°36'33.75""";"N47°21'42.86""";654;306;"öffentlicher Brunnen";1861;"Verteilnetz";"Luckenbrunnen"
8.5605020049;47.3687119687;"E8°33'37.80""";"N47°22'7.363""";655;602;"Brunnen in städtischer Liegenschaft";;"Quellwasser";"unterhalb Turnhalle"
8.5457305182;47.3751872944;"E8°32'44.62""";"N47°22'30.67""";656;51;"öffentlicher Brunnen";1953;"Verteilnetz";"bei der Schienhutgasse"
8.5330383846;47.3470298481;"E8°31'58.93""";"N47°20'49.30""";657;130;"öffentlicher Brunnen";1926;"Quellwasser";
8.5421932519;47.3941076858;"E8°32'31.89""";"N47°23'38.78""";658;748;"privater Brunnen";1934;"Verteilnetz";
8.5402243038;47.4273858601;"E8°32'24.80""";"N47°25'38.58""";659;681;"Brunnen in städtischer Liegenschaft";1958;"Verteilnetz";"Schulhaus Buchwiesen III, Schulpavillon"
8.4878802734;47.3736766508;"E8°29'16.36""";"N47°22'25.23""";660;626;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus In der Ey"
8.5406173531;47.3738975751;"E8°32'26.22""";"N47°22'26.03""";661;31;"öffentlicher Brunnen";1874;"Quellwasser";
8.5412672848;47.3729247273;"E8°32'28.56""";"N47°22'22.52""";662;14;"öffentlicher Brunnen";1667;"Quellwasser";
8.4968892502;47.4238373177;"E8°29'48.80""";"N47°25'25.81""";663;6063;"Notwasserbrunnen";1986;"Verteilnetz";"Buswendeschleife"
8.5186865002;47.3745376865;"E8°31'7.271""";"N47°22'28.33""";664;197;"öffentlicher Brunnen";1931;"Verteilnetz";
8.5183695963;47.4144084185;"E8°31'6.130""";"N47°24'51.87""";665;482;"öffentlicher Brunnen";1937;"Quellwasser";"Kirchengemeindehaus"
8.5425278872;47.3716390272;"E8°32'33.10""";"N47°22'17.90""";666;50;"öffentlicher Brunnen";1919;"Verteilnetz";"hinter Rathaus"
8.5331174434;47.3664193941;"E8°31'59.22""";"N47°21'59.10""";667;104;"öffentlicher Brunnen";1887;"Quellwasser";
8.5150062096;47.4121621981;"E8°30'54.02""";"N47°24'43.78""";668;690;"Brunnen in städtischer Liegenschaft";1966;"Verteilnetz";"Areal städt. Wohnkolonie"
8.5327815133;47.4103643093;"E8°31'58.01""";"N47°24'37.31""";669;489;"öffentlicher Brunnen";1946;"Verteilnetz";
8.5292950634;47.4101673098;"E8°31'45.46""";"N47°24'36.60""";670;661;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Maienstrasse"
8.5272289801;47.410515707;"E8°31'38.02""";"N47°24'37.85""";671;6062;"Notwasserbrunnen";1986;"Quellwasser";
8.520414683;47.3509775031;"E8°31'13.49""";"N47°21'3.519""";672;127;"öffentlicher Brunnen";1973;"Verteilnetz";"Dragonerbrunnen"
8.5516036667;47.3579518745;"E8°33'5.773""";"N47°21'28.62""";673;391;"öffentlicher Brunnen";1903;"Quellwasser";
8.5355469627;47.4027402723;"E8°32'7.969""";"N47°24'9.864""";674;303;"privater Brunnen";1959;"Verteilnetz";
8.5417873603;47.3713432983;"E8°32'30.43""";"N47°22'16.83""";675;44;"öffentlicher Brunnen";1908;"Quellwasser";
8.532175217;47.3655299105;"E8°31'55.83""";"N47°21'55.90""";676;136;"öffentlicher Brunnen";1929;"Quellwasser";
8.5936883141;47.3597861926;"E8°35'37.27""";"N47°21'35.23""";677;312;"öffentlicher Brunnen";;"Quellwasser";
8.5711948352;47.36380366;"E8°34'16.30""";"N47°21'49.69""";678;363;"öffentlicher Brunnen";1955;"Quellwasser";
8.5548236569;47.3634068786;"E8°33'17.36""";"N47°21'48.26""";679;375;"öffentlicher Brunnen";1870;"Quellwasser";
8.5362029109;47.3377873232;"E8°32'10.33""";"N47°20'16.03""";680;118;"öffentlicher Brunnen";1904;"Quellwasser";
8.5073972398;47.3249289314;"E8°30'26.63""";"N47°19'29.74""";681;1056;"Brunnen in städtischer Liegenschaft";1981;"Quellwasser";"Reservoir Leimbach"
8.510475275;47.3755676227;"E8°30'37.71""";"N47°22'32.04""";682;550.2;"Brunnen in städtischer Liegenschaft";1912;"Quellwasser";"Friedhof Sihlfeld A"
8.5102804727;47.3756987615;"E8°30'37.00""";"N47°22'32.51""";683;550.1;"Brunnen in städtischer Liegenschaft";1912;"Quellwasser";"Friedhof Sihlfeld A"
8.5232474761;47.3713603228;"E8°31'23.69""";"N47°22'16.89""";684;188;"öffentlicher Brunnen";1927;"Quellwasser";"Bahnhof Wiedikon"
8.5608100231;47.3637226773;"E8°33'38.91""";"N47°21'49.40""";685;321;"öffentlicher Brunnen";1904;"Quellwasser";
8.5661367596;47.3520004286;"E8°33'58.09""";"N47°21'7.201""";686;384;"öffentlicher Brunnen";1877;"Quellwasser";
8.5497842696;47.3633225896;"E8°32'59.22""";"N47°21'47.96""";687;410;"öffentlicher Brunnen";1942;"Quellwasser";
8.5511578672;47.36278786;"E8°33'4.168""";"N47°21'46.03""";688;370;"öffentlicher Brunnen";1870;"Quellwasser";
8.5539471613;47.362422853;"E8°33'14.20""";"N47°21'44.72""";689;617;"Brunnen in städtischer Liegenschaft";1952;"Verteilnetz";"Schulhaus Mühlebachstrasse"
8.5307041813;47.3834890894;"E8°31'50.53""";"N47°23'0.560""";690;245;"öffentlicher Brunnen";1903;"Quellwasser";
8.542534252;47.3853400676;"E8°32'33.12""";"N47°23'7.224""";691;266;"öffentlicher Brunnen";1903;"Quellwasser";
8.4690871403;47.3886676441;"E8°28'8.713""";"N47°23'19.20""";692;797;"privater Brunnen";;"Verteilnetz";"Wohnsiedlung BG Limmattal"
8.5911864657;47.3742054913;"E8°35'28.27""";"N47°22'27.13""";693;707;"Brunnen des Verschönerungsvereins";1951;"Verteilnetz";"Försterbrunnen"
8.5437703514;47.4098312445;"E8°32'37.57""";"N47°24'35.39""";694;1228;"öffentlicher Brunnen";2003;"Verteilnetz";
8.5164920096;47.3894578746;"E8°30'59.37""";"N47°23'22.04""";695;1229;"öffentlicher Brunnen";2003;"Quellwasser";"Schiffbau-/Technoparkstrasse"
8.5479925172;47.3847266702;"E8°32'52.77""";"N47°23'5.016""";696;1225;"öffentlicher Brunnen";2003;"Quellwasser";"Universitätsstrasse vor 111"
8.5084064023;47.4229612463;"E8°30'30.26""";"N47°25'22.66""";697;650;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Kindergarten"
8.505139438;47.3797848335;"E8°30'18.50""";"N47°22'47.22""";698;1235;"öffentlicher Brunnen";1955;"Verteilnetz";"Heiligfeld, beim Spielplatz"
8.5528991467;47.3597631407;"E8°33'10.43""";"N47°21'35.14""";699;6008;"Notwasserbrunnen";1977;"Quellwasser";
8.4924950302;47.3723480854;"E8°29'32.98""";"N47°22'20.45""";700;1226;"Brunnen in städtischer Liegenschaft";2003;"Verteilnetz";"Schulhaus Altweg"
8.5197277394;47.3691571239;"E8°31'11.01""";"N47°22'8.965""";701;168;"öffentlicher Brunnen";1764;"Quellwasser";
8.5959014294;47.3970591255;"E8°35'45.24""";"N47°23'49.41""";702;1111;"öffentlicher Brunnen";1986;"Verteilnetz";"Tramendstation Stettbach"
8.5356681648;47.3758914481;"E8°32'8.405""";"N47°22'33.20""";703;6050;"Notwasserbrunnen";1984;"Quellwasser";
8.5254093456;47.380592089;"E8°31'31.47""";"N47°22'50.13""";704;6083;"Notwasserbrunnen";2004;"Quellwasser";
8.5498307793;47.4218703392;"E8°32'59.39""";"N47°25'18.73""";705;487;"öffentlicher Brunnen";1941;"Verteilnetz";"Endstation Seebach"
8.501329691;47.3800024241;"E8°30'4.786""";"N47°22'48.00""";706;1233;"öffentlicher Brunnen";;"Verteilnetz";"Eingang Freibad Letzigraben"
8.5679171922;47.3670955592;"E8°34'4.501""";"N47°22'1.544""";707;342;"privater Brunnen";1999;"Verteilnetz";"FIFA Sonnenberg"
8.520685478;47.3883752518;"E8°31'14.46""";"N47°23'18.15""";708;1240;"privater Brunnen";2004;"Quellwasser";
8.5243126468;47.3339272541;"E8°31'27.52""";"N47°20'2.138""";709;1243;"öffentlicher Brunnen";2005;"Verteilnetz";"Überdeckung Entlisberg"
8.4835142822;47.3774117253;"E8°29'0.651""";"N47°22'38.68""";710;6040;"Notwasserbrunnen";1981;"Quellwasser";
8.5116799966;47.3248050481;"E8°30'42.04""";"N47°19'29.29""";711;6044;"Notwasserbrunnen";1982;"Quellwasser";
8.4785629349;47.3866215331;"E8°28'42.82""";"N47°23'11.83""";712;6045;"Notwasserbrunnen";1982;"Quellwasser";
8.5003577415;47.3829635844;"E8°30'1.287""";"N47°22'58.66""";713;6070;"Notwasserbrunnen";1990;"Quellwasser";
8.5567774005;47.3660217179;"E8°33'24.39""";"N47°21'57.67""";714;6072;"Notwasserbrunnen";1992;"Quellwasser";
8.546425041;47.4131023019;"E8°32'47.13""";"N47°24'47.16""";715;6075;"Notwasserbrunnen";1995;"Quellwasser";
8.484092459;47.3968106224;"E8°29'2.732""";"N47°23'48.51""";716;6005;"Notwasserbrunnen";1977;"Quellwasser";
8.4866633168;47.384641361;"E8°29'11.98""";"N47°23'4.708""";717;6009;"Notwasserbrunnen";1977;"Quellwasser";"bei Schulhaus"
8.5344088702;47.3415115975;"E8°32'3.871""";"N47°20'29.44""";718;6011;"Notwasserbrunnen";1977;"Quellwasser";"bei Schulhaus"
8.5165648551;47.3771625936;"E8°30'59.63""";"N47°22'37.78""";719;6001;"Notwasserbrunnen";1976;"Quellwasser";
8.5492467166;47.3688862236;"E8°32'57.28""";"N47°22'7.990""";720;6002;"Notwasserbrunnen";1976;"Quellwasser";
8.4697447766;47.391070321;"E8°28'11.08""";"N47°23'27.85""";721;6003;"Notwasserbrunnen";1976;"Quellwasser";
8.5153527804;47.3338993995;"E8°30'55.27""";"N47°20'2.037""";722;6010;"Notwasserbrunnen";1977;"Quellwasser";"bei Schulhaus"
8.4948492306;47.3977986427;"E8°29'41.45""";"N47°23'52.07""";723;6012;"Notwasserbrunnen";1977;"Quellwasser";
8.5558212509;47.3776899223;"E8°33'20.95""";"N47°22'39.68""";724;6015;"Notwasserbrunnen";1978;"Quellwasser";
8.5257158633;47.3872530577;"E8°31'32.57""";"N47°23'14.11""";725;6016;"Notwasserbrunnen";1978;"Quellwasser";
8.5494293082;47.3755176088;"E8°32'57.94""";"N47°22'31.86""";726;6017;"Notwasserbrunnen";1978;"Quellwasser";"bei Universitätsspital"
8.5474927409;47.3865770873;"E8°32'50.97""";"N47°23'11.67""";727;6022;"Notwasserbrunnen";1979;"Quellwasser";
8.5030739793;47.3740734522;"E8°30'11.06""";"N47°22'26.66""";728;6026;"Notwasserbrunnen";1979;"Quellwasser";
8.5108327883;47.3901984871;"E8°30'38.99""";"N47°23'24.71""";729;6027;"Notwasserbrunnen";1980;"Quellwasser";"Migros Herdern"
8.5963001898;47.3603431646;"E8°35'46.68""";"N47°21'37.23""";730;6029;"Notwasserbrunnen";1980;"Quellwasser";
8.5313773515;47.3841686367;"E8°31'52.95""";"N47°23'3.007""";731;6033;"Notwasserbrunnen";1980;"Quellwasser";
8.515395095;47.382127332;"E8°30'55.42""";"N47°22'55.65""";732;6034;"Notwasserbrunnen";1980;"Quellwasser";
8.5166686349;47.3592791253;"E8°31'0.007""";"N47°21'33.40""";733;6035;"Notwasserbrunnen";1980;"Quellwasser";
8.5110072456;47.3546224746;"E8°30'39.62""";"N47°21'16.64""";734;6036;"Notwasserbrunnen";1981;"Quellwasser";
8.5304489986;47.3737626277;"E8°31'49.61""";"N47°22'25.54""";735;6037;"Notwasserbrunnen";1981;"Quellwasser";
8.5333694497;47.3365568408;"E8°32'0.130""";"N47°20'11.60""";736;6039;"Notwasserbrunnen";1981;"Quellwasser";
8.5229175382;47.3970574474;"E8°31'22.50""";"N47°23'49.40""";737;6047;"Notwasserbrunnen";1983;"Quellwasser";
8.5265777981;47.3516704137;"E8°31'35.68""";"N47°21'6.013""";738;6052;"Notwasserbrunnen";1985;"Quellwasser";
8.5503772995;47.3994900424;"E8°33'1.358""";"N47°23'58.16""";739;6056;"Notwasserbrunnen";1985;"Quellwasser";"UNI Irchel"
8.5472762406;47.372546163;"E8°32'50.19""";"N47°22'21.16""";740;6057;"Notwasserbrunnen";1985;"Quellwasser";
8.5273126782;47.4139313337;"E8°31'38.32""";"N47°24'50.15""";741;6058;"Notwasserbrunnen";1985;"Quellwasser";
8.5698666854;47.3594517806;"E8°34'11.52""";"N47°21'34.02""";742;6066;"Notwasserbrunnen";1988;"Quellwasser";
8.4830738339;47.3920663364;"E8°28'59.06""";"N47°23'31.43""";743;6068;"Notwasserbrunnen";1988;"Quellwasser";
8.5427593017;47.4049762645;"E8°32'33.93""";"N47°24'17.91""";744;6071;"Notwasserbrunnen";1992;"Quellwasser";
8.5587963381;47.4082748798;"E8°33'31.66""";"N47°24'29.78""";745;1186;"öffentlicher Brunnen";1996;"Quellwasser";
8.5681417605;47.3863418002;"E8°34'5.310""";"N47°23'10.83""";746;511;"öffentlicher Brunnen";1970;"Verteilnetz";"beim Leuchturm Escherhöhe"
8.5249239513;47.3352630954;"E8°31'29.72""";"N47°20'6.947""";747;141;"öffentlicher Brunnen";1932;"Verteilnetz";
8.564756844;47.3782845241;"E8°33'53.12""";"N47°22'41.82""";748;1231;"privater Brunnen";2003;"Verteilnetz";"Kirche St. Martin"
8.5718325721;47.3609810256;"E8°34'18.59""";"N47°21'39.53""";749;354;"öffentlicher Brunnen";1936;"Verteilnetz";
8.5136959186;47.3795347262;"E8°30'49.30""";"N47°22'46.32""";750;1096;"Brunnen in städtischer Liegenschaft";1984;"Verteilnetz";"Anlage Bullingerhof"
8.4910721603;47.4290244696;"E8°29'27.85""";"N47°25'44.48""";751;665;"Brunnen in städtischer Liegenschaft";1947;"Verteilnetz";"Katzensee"
8.4934285941;47.4308197103;"E8°29'36.34""";"N47°25'50.95""";752;945;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";
8.5367753278;47.3865131215;"E8°32'12.39""";"N47°23'11.44""";753;1121;"Brunnen in städtischer Liegenschaft";;"Quellwasser";"Schindlerpark"
8.539302059;47.3691864215;"E8°32'21.48""";"N47°22'9.071""";754;17;"öffentlicher Brunnen";1793;"Verteilnetz";
8.4932010674;47.3619082477;"E8°29'35.52""";"N47°21'42.86""";755;1246;"Brunnen des Verschönerungsvereins";2005;"Quellwasser";
8.5101832705;47.370129862;"E8°30'36.65""";"N47°22'12.46""";756;210;"öffentlicher Brunnen";1952;"Quellwasser";"Kiosk"
8.4876833451;47.4096186404;"E8°29'15.66""";"N47°24'34.62""";757;6076;"Notwasserbrunnen";1996;"Quellwasser";"vor Reservoir Giblen"
8.5517909293;47.400409684;"E8°33'6.447""";"N47°24'1.474""";758;929;"privater Brunnen";;"Verteilnetz";"Tierspital"
8.4884111856;47.3913320119;"E8°29'18.28""";"N47°23'28.79""";759;6041;"Notwasserbrunnen";1982;"Quellwasser";
8.5394706283;47.3778987161;"E8°32'22.09""";"N47°22'40.43""";760;1008;"privater Brunnen";;"Verteilnetz";"Halle"
8.573109395;47.349459753;"E8°34'23.19""";"N47°20'58.05""";761;622;"Brunnen in städtischer Liegenschaft";1960;"Verteilnetz";"Filteranlage Lengg"
8.5587566218;47.3760175128;"E8°33'31.52""";"N47°22'33.66""";762;601;"Brunnen in städtischer Liegenschaft";;"Quellwasser";"Schulhaus Fluntern"
8.5828716618;47.4041873605;"E8°34'58.33""";"N47°24'15.07""";763;676.1;"Brunnen in städtischer Liegenschaft";1957;"Verteilnetz";"Schulhaus Luchswiesen"
